ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
5113,26,management,single,tertiary,no,2506,no,no,cellular,1,82,3,failure,yes
5114,23,blue-collar,single,secondary,no,214,yes,no,unknown,1,999,0,unknown,yes
5115,33,self-employed,married,tertiary,no,210,yes,no,cellular,1,167,1,failure,yes
5116,50,management,divorced,tertiary,no,405,no,no,cellular,1,91,6,failure,yes
5117,25,unemployed,married,secondary,no,285,yes,no,unknown,2,999,0,unknown,yes
5118,50,management,single,unknown,no,4666,no,no,cellular,3,166,3,nonexistent,yes
5119,44,admin.,married,secondary,no,4826,yes,no,cellular,1,185,4,nonexistent,yes
5120,33,management,single,tertiary,no,191,no,yes,cellular,4,209,1,failure,yes
5121,68,retired,married,primary,no,0,no,no,telephone,1,999,0,unknown,yes
5122,41,blue-collar,married,primary,no,2562,yes,no,cellular,1,189,4,failure,yes
5123,30,admin.,single,secondary,no,125,yes,no,cellular,3,116,1,nonexistent,yes
5124,41,services,divorced,secondary,no,5766,yes,yes,cellular,1,169,3,failure,yes
5125,31,management,married,tertiary,no,155,yes,no,cellular,1,99,1,failure,yes
5126,38,blue-collar,married,secondary,no,4321,no,no,cellular,1,85,6,failure,yes
5127,28,housemaid,married,secondary,no,15,yes,no,telephone,7,999,0,unknown,yes
5128,47,admin.,married,unknown,no,66,no,no,cellular,1,203,1,success,yes
5129,32,management,single,tertiary,no,12607,no,no,cellular,5,84,1,failure,yes
5130,41,technician,single,secondary,no,769,no,yes,cellular,4,98,4,nonexistent,yes
5131,25,services,married,secondary,no,10,yes,no,cellular,1,999,0,unknown,yes
5132,26,unknown,divorced,secondary,no,-295,yes,no,cellular,1,999,0,unknown,yes
5133,89,retired,divorced,primary,no,1323,no,no,telephone,4,189,1,nonexistent,yes
5134,26,technician,single,secondary,no,0,no,no,cellular,2,999,0,unknown,yes
5135,62,retired,married,tertiary,no,4692,yes,no,cellular,1,90,1,failure,yes
5136,46,technician,married,secondary,no,6993,yes,no,cellular,3,148,1,success,yes
5137,28,services,married,secondary,no,462,yes,yes,cellular,1,999,0,unknown,yes
5138,28,self-employed,single,secondary,no,3761,no,yes,cellular,3,999,0,unknown,yes
5139,36,blue-collar,married,unknown,no,722,yes,no,cellular,1,182,2,failure,yes
5140,32,management,married,tertiary,no,1331,no,no,cellular,1,104,4,success,yes
5141,31,technician,single,secondary,no,1186,yes,no,cellular,1,180,1,failure,yes
5142,35,technician,single,tertiary,no,992,yes,no,cellular,1,114,3,failure,yes
5143,24,student,single,tertiary,no,1592,no,no,cellular,3,111,5,nonexistent,yes
5144,67,retired,married,primary,no,585,no,no,cellular,1,999,0,unknown,yes
5145,51,admin.,married,secondary,no,423,yes,yes,cellular,1,90,1,failure,yes
5146,26,blue-collar,single,secondary,no,114,no,yes,cellular,4,999,0,unknown,yes
5147,31,admin.,single,tertiary,no,383,no,yes,cellular,1,214,1,failure,yes
5148,32,services,divorced,secondary,no,5267,yes,no,cellular,1,168,2,failure,yes
5149,55,self-employed,divorced,secondary,no,1530,no,no,cellular,1,216,1,nonexistent,yes
5150,33,management,married,tertiary,no,81,yes,no,cellular,1,186,1,failure,yes
5151,60,housemaid,married,primary,no,182,no,no,cellular,5,181,5,failure,yes
5152,23,student,single,tertiary,no,250,yes,no,unknown,2,999,0,unknown,yes
5153,45,blue-collar,married,primary,no,2348,yes,no,cellular,1,148,1,nonexistent,yes
5154,25,management,single,tertiary,no,1,yes,no,cellular,5,999,0,unknown,yes
5155,34,blue-collar,married,secondary,no,2994,yes,no,cellular,1,176,1,failure,yes
5156,25,management,single,tertiary,no,10,no,no,cellular,2,999,0,unknown,yes
5157,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,1,181,2,success,yes
5158,27,technician,single,tertiary,no,501,no,yes,telephone,4,999,0,unknown,yes
5159,48,management,divorced,tertiary,no,428,yes,no,cellular,2,167,2,failure,yes
5160,60,services,married,secondary,no,4428,no,no,cellular,1,96,6,failure,yes
5161,60,retired,married,tertiary,no,3461,no,no,cellular,2,112,2,failure,yes
5162,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,5,999,0,unknown,yes
5163,27,blue-collar,single,primary,no,1,no,no,cellular,6,999,0,unknown,yes
5164,27,blue-collar,married,primary,no,0,no,no,telephone,1,999,0,unknown,yes
5165,58,management,married,secondary,no,111,no,no,telephone,1,90,2,failure,yes
5166,72,retired,divorced,primary,no,0,no,no,telephone,1,999,0,unknown,yes
5167,57,admin.,married,secondary,no,169,no,no,cellular,1,106,2,failure,yes
5168,79,retired,married,primary,no,3481,no,no,telephone,4,999,0,unknown,yes
5169,24,student,single,secondary,no,382,no,no,cellular,1,105,2,success,yes
5170,28,unemployed,single,secondary,no,538,no,no,cellular,3,999,0,unknown,yes
5171,25,services,single,secondary,no,2,no,no,cellular,1,999,0,unknown,yes
5172,33,blue-collar,married,primary,no,2456,yes,no,cellular,3,127,1,failure,yes
5173,35,management,divorced,tertiary,no,3751,yes,no,cellular,2,124,2,failure,yes
5174,27,student,single,secondary,no,1925,no,no,cellular,1,999,0,unknown,yes
5175,38,management,married,tertiary,no,425,yes,no,cellular,1,181,1,failure,yes
5176,56,blue-collar,married,primary,no,284,no,yes,telephone,4,204,4,failure,yes
5177,37,technician,married,secondary,no,807,yes,no,cellular,3,172,4,failure,yes
5178,27,services,married,secondary,no,0,yes,no,unknown,6,999,0,unknown,yes
5179,41,management,married,tertiary,no,2487,no,no,cellular,1,97,1,failure,yes
5180,55,entrepreneur,married,tertiary,no,625,no,no,telephone,2,147,4,failure,yes
5181,28,student,single,secondary,no,330,no,no,telephone,1,999,0,unknown,yes
5182,28,admin.,married,tertiary,no,364,yes,no,unknown,1,999,0,unknown,yes
5183,28,services,single,secondary,no,1820,yes,no,cellular,2,203,1,success,yes
5184,53,technician,divorced,secondary,no,173,no,yes,cellular,2,143,1,failure,yes
5185,25,admin.,single,secondary,no,120,yes,no,unknown,1,999,0,unknown,yes
5186,82,retired,married,tertiary,no,278,no,no,cellular,7,999,0,unknown,yes
5187,26,admin.,single,secondary,no,81,no,yes,cellular,1,999,0,unknown,yes
5188,41,management,divorced,tertiary,no,20479,no,no,cellular,2,999,0,unknown,yes
5189,37,services,married,secondary,yes,-954,yes,no,cellular,1,180,3,failure,yes
5190,26,admin.,single,secondary,no,-378,no,yes,cellular,1,999,0,unknown,yes
5191,36,management,married,primary,no,22856,no,no,unknown,1,999,0,unknown,yes
5192,39,technician,divorced,secondary,no,17441,yes,yes,cellular,1,999,0,unknown,yes
5193,25,management,single,tertiary,no,4578,no,no,cellular,1,999,0,unknown,yes
5194,33,admin.,divorced,secondary,no,661,yes,no,cellular,1,99,7,failure,yes
5195,27,admin.,divorced,secondary,no,2,no,yes,unknown,1,999,0,unknown,yes
5196,53,services,married,primary,no,171,yes,yes,cellular,4,167,6,nonexistent,yes
5197,27,technician,single,tertiary,no,1526,yes,no,unknown,10,999,0,unknown,yes
5198,45,services,married,secondary,no,1550,yes,no,cellular,2,166,6,failure,yes
5199,65,retired,married,primary,no,493,no,no,cellular,1,109,2,failure,yes
5200,30,management,married,secondary,no,-559,yes,yes,cellular,1,184,1,failure,yes
5201,34,technician,single,secondary,no,105,yes,no,cellular,2,171,3,failure,yes
5202,27,management,single,tertiary,no,522,no,no,cellular,1,999,0,unknown,yes
5203,24,services,single,secondary,no,1299,yes,yes,cellular,2,999,0,unknown,no
5204,53,management,single,secondary,no,5558,yes,no,cellular,6,189,3,failure,no
5205,35,entrepreneur,married,secondary,no,2971,no,no,cellular,2,95,6,success,no
5206,28,blue-collar,married,secondary,no,0,yes,no,cellular,4,999,0,unknown,no
5207,56,management,married,tertiary,no,505,yes,yes,cellular,1,169,3,failure,no
5208,41,management,married,tertiary,no,2665,yes,no,cellular,1,183,10,nonexistent,no
5209,36,admin.,divorced,secondary,no,1089,yes,no,telephone,5,175,4,nonexistent,no
5210,38,services,divorced,primary,no,0,yes,no,cellular,1,155,2,failure,no
5211,28,technician,single,secondary,no,1,yes,no,unknown,3,999,0,unknown,no
5212,32,services,single,secondary,no,1987,yes,no,telephone,2,176,2,failure,no
5213,37,management,married,tertiary,no,2987,yes,no,telephone,8,96,1,success,no
5214,27,services,single,secondary,no,266,no,yes,cellular,1,999,0,unknown,no
5215,28,services,single,secondary,no,281,yes,no,unknown,1,999,0,unknown,no
5216,23,services,married,secondary,no,-19,yes,no,unknown,10,999,0,unknown,no
5217,26,admin.,single,secondary,no,96,no,no,cellular,1,27,2,failure,no
5218,24,admin.,single,secondary,no,120,yes,no,cellular,1,999,0,unknown,no
5219,34,management,single,tertiary,no,5945,yes,no,cellular,1,170,1,failure,no
5220,40,blue-collar,married,secondary,no,4853,no,no,cellular,1,111,2,failure,no
5221,39,management,single,tertiary,no,-145,yes,no,cellular,2,196,2,failure,no
5222,27,management,single,tertiary,no,831,yes,no,cellular,1,999,0,unknown,no
5223,38,entrepreneur,married,secondary,no,0,yes,yes,cellular,2,154,1,failure,no
5224,25,blue-collar,married,secondary,no,-102,no,no,cellular,1,999,0,unknown,no
5225,50,unemployed,married,secondary,no,36221,no,no,cellular,2,999,0,unknown,no
5226,19,student,single,secondary,no,291,no,no,telephone,5,999,0,unknown,no
5227,30,technician,divorced,secondary,no,3100,yes,no,cellular,1,183,4,failure,no
5228,49,management,married,tertiary,no,3842,no,no,cellular,1,186,3,failure,no
5229,24,management,single,tertiary,no,933,yes,no,unknown,1,999,0,unknown,no
5230,29,admin.,single,secondary,no,-498,yes,no,cellular,3,227,14,failure,no
5231,42,admin.,married,unknown,no,756,no,no,cellular,4,160,3,failure,no
5232,36,entrepreneur,single,primary,no,5,no,no,cellular,1,172,3,failure,no
5233,44,technician,married,secondary,no,1901,no,no,cellular,3,104,2,failure,no
5234,46,technician,single,secondary,no,4367,yes,no,cellular,1,96,1,failure,no
5235,33,admin.,divorced,secondary,no,661,yes,no,cellular,1,173,2,nonexistent,no
5236,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,2,153,3,failure,no
5237,26,entrepreneur,married,tertiary,yes,144,no,yes,cellular,1,999,0,unknown,no
5238,24,blue-collar,single,primary,no,2129,yes,yes,telephone,1,999,0,unknown,no
5239,27,admin.,married,secondary,no,436,yes,no,cellular,1,999,0,unknown,no
5240,23,blue-collar,single,secondary,no,206,yes,no,cellular,3,999,0,unknown,no
5241,46,management,divorced,tertiary,no,665,yes,no,cellular,2,207,1,nonexistent,no
5242,49,management,divorced,tertiary,no,4961,yes,no,cellular,2,231,1,failure,no
5243,42,management,married,tertiary,no,783,yes,no,cellular,2,128,3,failure,no
5244,46,blue-collar,married,primary,no,5461,yes,no,cellular,2,174,2,success,no
5245,27,admin.,married,secondary,no,4,yes,no,unknown,1,999,0,unknown,no
5246,51,management,married,tertiary,no,22557,yes,no,telephone,3,999,0,unknown,no
5247,21,unemployed,single,secondary,no,1333,no,no,cellular,1,999,0,unknown,no
5248,25,management,single,tertiary,no,6,yes,yes,unknown,1,999,0,unknown,no
5249,39,services,married,unknown,no,10189,yes,no,cellular,2,123,2,failure,no
5250,27,entrepreneur,married,secondary,no,554,yes,no,unknown,1,999,0,unknown,no
5251,42,blue-collar,married,primary,no,1687,yes,no,cellular,3,178,3,nonexistent,no
5252,29,admin.,married,secondary,no,503,no,yes,cellular,1,199,2,failure,no
5253,48,services,married,secondary,no,2877,yes,no,cellular,1,168,1,failure,no
5254,39,management,married,tertiary,no,500,yes,no,cellular,1,178,2,nonexistent,no
5255,72,retired,married,primary,no,0,no,no,cellular,3,191,3,failure,no
5256,51,self-employed,married,primary,no,106,yes,no,telephone,1,169,5,failure,no
5257,72,retired,married,primary,no,806,no,no,cellular,1,999,0,unknown,no
5258,22,blue-collar,single,secondary,no,3992,yes,yes,unknown,2,999,0,unknown,no
5259,27,entrepreneur,single,tertiary,no,6,no,no,cellular,2,999,0,unknown,no
5260,22,services,married,primary,no,7982,yes,no,unknown,1,999,0,unknown,no
5261,28,student,single,secondary,no,4793,no,no,unknown,1,999,0,unknown,no
5262,26,services,single,secondary,no,1114,no,no,cellular,2,999,0,unknown,no
5263,59,retired,married,unknown,no,1116,no,no,cellular,2,99,1,failure,no
5264,26,blue-collar,single,secondary,no,428,no,yes,cellular,1,999,0,unknown,no
5265,35,entrepreneur,married,tertiary,no,7962,yes,no,cellular,2,140,2,failure,no
5266,73,retired,married,primary,no,508,no,no,cellular,4,97,1,success,no
5267,95,retired,married,secondary,no,0,no,no,telephone,1,999,0,unknown,no
5268,53,retired,married,tertiary,no,1452,no,yes,cellular,2,113,3,failure,no
5269,28,admin.,single,secondary,no,1143,yes,yes,unknown,3,999,0,unknown,no
5270,46,services,divorced,secondary,no,864,yes,no,cellular,3,150,7,failure,no
5271,28,admin.,married,secondary,no,254,no,yes,cellular,3,999,0,unknown,no
5272,27,services,single,secondary,no,118,yes,yes,unknown,1,999,0,unknown,no
5273,55,self-employed,married,secondary,no,2408,no,no,telephone,2,140,1,failure,no
5274,32,admin.,married,secondary,no,752,yes,no,cellular,4,191,1,failure,no
5275,34,admin.,married,secondary,no,1551,yes,yes,cellular,2,82,4,nonexistent,no
5276,22,student,single,secondary,no,562,yes,no,cellular,1,999,0,unknown,no
5277,43,technician,married,secondary,no,473,yes,no,cellular,3,211,5,failure,no
5278,68,retired,married,primary,no,7945,no,no,cellular,1,181,1,failure,no
5279,32,services,single,secondary,no,545,yes,no,cellular,1,180,1,failure,no
5280,27,blue-collar,single,secondary,yes,87,yes,no,unknown,1,999,0,unknown,no
5281,28,management,single,tertiary,no,266,no,no,cellular,1,999,0,unknown,no
5282,41,management,married,secondary,no,280,yes,no,cellular,1,95,2,success,no
5283,31,blue-collar,single,secondary,no,-366,yes,no,cellular,1,180,1,nonexistent,no
5284,27,management,single,tertiary,no,731,yes,no,unknown,2,999,0,unknown,no
5285,35,management,single,tertiary,no,1120,no,no,unknown,1,771,2,success,no
5286,38,management,single,tertiary,no,1027,yes,no,cellular,2,188,3,success,no
5287,45,admin.,married,secondary,yes,1,no,no,telephone,2,207,1,nonexistent,no
5288,36,technician,married,tertiary,no,-290,yes,yes,cellular,1,189,3,failure,no
5289,80,retired,married,primary,no,2994,no,no,cellular,1,999,0,unknown,no
5290,43,technician,married,secondary,no,0,no,yes,cellular,2,172,5,failure,no
5291,25,blue-collar,single,secondary,no,249,yes,no,unknown,5,999,0,unknown,no
5292,28,admin.,single,secondary,no,260,yes,no,unknown,2,999,0,unknown,no
5293,45,admin.,single,secondary,no,946,yes,no,cellular,3,143,6,failure,no
5294,24,student,single,secondary,no,1847,no,no,cellular,1,999,0,unknown,no
5295,34,admin.,married,tertiary,no,35,yes,no,cellular,1,69,2,failure,no
5296,43,management,divorced,tertiary,no,36,no,no,cellular,1,193,1,failure,no
5297,84,retired,divorced,primary,no,2619,no,no,telephone,2,115,2,failure,no
5298,56,retired,married,primary,no,16432,no,no,cellular,2,189,2,failure,no
5299,26,services,single,secondary,no,-481,yes,yes,cellular,5,999,0,unknown,no
5300,26,student,single,unknown,no,2503,no,no,cellular,1,63,2,failure,no
5301,56,management,married,tertiary,no,563,yes,no,cellular,2,168,1,failure,no
5302,52,technician,married,tertiary,no,3440,yes,no,cellular,1,131,1,failure,no
5303,71,retired,married,primary,no,4847,no,no,cellular,2,999,0,unknown,no
5304,28,admin.,single,secondary,no,520,yes,no,cellular,1,999,0,unknown,no
5305,52,management,married,tertiary,no,1701,yes,yes,cellular,1,117,2,nonexistent,no
5306,51,admin.,married,secondary,no,4178,yes,no,cellular,4,174,1,failure,no
5307,24,student,married,unknown,no,146,no,no,cellular,1,40,1,failure,no
5308,25,management,married,tertiary,no,784,yes,yes,unknown,2,999,0,unknown,no
5309,26,self-employed,single,tertiary,no,1393,no,no,cellular,1,999,0,unknown,no
5310,38,admin.,single,tertiary,no,45789,no,no,telephone,31,999,0,unknown,no
5311,46,management,single,secondary,no,5993,no,no,cellular,1,184,2,failure,no
5312,28,admin.,married,secondary,no,-31,yes,no,cellular,1,999,0,unknown,no
5313,31,management,single,tertiary,no,630,no,no,cellular,2,91,2,failure,no
5314,28,technician,single,unknown,no,0,yes,no,cellular,1,92,2,success,no
5315,36,blue-collar,married,secondary,no,80,yes,yes,cellular,1,165,4,failure,no
5316,58,services,married,secondary,no,-37,no,yes,telephone,2,205,6,failure,no
5317,49,technician,married,primary,no,1569,no,no,cellular,1,196,1,nonexistent,no
5318,30,technician,married,secondary,no,776,no,no,cellular,1,99,2,success,no
5319,28,admin.,single,secondary,no,53,no,no,cellular,1,999,0,unknown,no
5320,49,technician,married,tertiary,no,196,no,no,cellular,7,163,24,nonexistent,no
5321,30,technician,married,secondary,no,239,yes,no,cellular,2,95,8,failure,no
5322,27,entrepreneur,single,unknown,no,1007,no,no,cellular,1,999,0,unknown,no
5323,48,blue-collar,married,primary,no,683,yes,no,cellular,5,209,12,failure,no
5324,19,student,single,secondary,no,88,no,no,cellular,1,999,0,unknown,no
5325,32,blue-collar,single,secondary,no,118,yes,no,cellular,1,124,1,success,no
5326,45,management,married,tertiary,no,96,yes,no,cellular,1,127,1,failure,no
5327,28,student,single,secondary,no,2015,no,no,cellular,2,182,2,failure,no
5328,32,blue-collar,married,primary,no,2198,no,no,cellular,1,175,4,failure,no
5329,38,admin.,married,secondary,no,0,no,no,telephone,2,158,8,nonexistent,no
5330,65,retired,married,secondary,no,1220,no,no,cellular,1,186,2,failure,no
5331,19,student,single,unknown,no,27,no,no,telephone,12,999,0,unknown,no
5332,26,admin.,married,tertiary,no,906,no,no,cellular,1,160,1,success,no
5333,45,blue-collar,married,secondary,no,192,yes,no,cellular,5,176,1,nonexistent,no
5334,35,management,single,tertiary,no,612,no,no,cellular,1,195,1,failure,no
5335,49,management,divorced,tertiary,no,2370,yes,yes,unknown,1,103,2,nonexistent,no
5336,22,student,single,secondary,no,489,no,no,unknown,5,999,0,unknown,no
5337,27,services,single,secondary,no,468,yes,no,cellular,1,999,0,unknown,no
5338,73,retired,married,primary,no,1388,no,no,cellular,3,190,3,success,no
5339,37,management,married,secondary,no,209,no,no,cellular,3,528,7,unknown,no
5340,27,admin.,single,secondary,no,914,no,no,cellular,2,999,0,unknown,no
