年齢,職業,婚姻,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,連絡回数_販促中,連絡後日数,連絡回数_販促前,前回販促結果,今回販促結果
56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,1,-1,0,unknown,yes
25,student,single,tertiary,no,20,no,no,cellular,2,-1,0,unknown,no
29,management,single,tertiary,no,0,yes,no,unknown,12,-1,0,unknown,yes
70,management,married,secondary,no,4,no,no,cellular,5,125,4,failure,no
30,admin.,single,secondary,no,2802,no,yes,telephone,2,137,2,failure,no
26,student,single,secondary,no,0,no,no,cellular,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,366,yes,no,cellular,1,106,1,failure,yes
28,blue-collar,single,secondary,no,-127,yes,no,cellular,3,-1,0,unknown,yes
28,services,single,primary,no,307,no,no,cellular,1,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,1,128,2,other,no
27,admin.,single,secondary,no,13,yes,no,telephone,1,-1,0,unknown,no
40,services,married,secondary,no,446,yes,no,unknown,1,-1,0,unknown,yes
52,services,married,secondary,no,961,no,yes,cellular,1,553,4,failure,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,3,190,1,success,yes
31,management,married,secondary,no,0,no,no,cellular,2,160,2,failure,no
30,management,single,tertiary,no,502,no,yes,cellular,1,-1,0,unknown,yes
31,blue-collar,single,primary,no,3466,yes,no,telephone,3,183,25,other,no
24,blue-collar,single,secondary,no,5482,yes,no,cellular,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,6879,no,no,cellular,1,131,1,other,no
53,services,married,secondary,no,1364,no,no,cellular,1,115,1,failure,no
27,student,single,tertiary,no,-148,yes,no,cellular,3,224,1,other,no
42,blue-collar,married,secondary,no,413,yes,no,cellular,2,184,2,success,yes
28,housemaid,single,tertiary,no,19,no,no,cellular,1,-1,0,unknown,yes
44,self-employed,married,secondary,no,706,no,no,unknown,1,-1,0,unknown,yes
26,services,married,secondary,no,-379,yes,yes,cellular,7,-1,0,unknown,yes
39,blue-collar,married,secondary,no,261,no,no,cellular,4,-1,0,unknown,yes
27,technician,single,secondary,no,1601,no,no,cellular,2,-1,0,unknown,no
25,admin.,single,secondary,no,96,yes,no,unknown,2,-1,0,unknown,no
27,admin.,single,tertiary,no,662,no,no,cellular,1,-1,0,unknown,no
27,services,married,secondary,no,94,yes,no,unknown,2,-1,0,unknown,no
28,management,single,tertiary,no,1996,yes,yes,unknown,1,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,1,191,4,failure,no
68,unknown,married,unknown,no,4092,no,no,telephone,1,-1,0,unknown,no
36,management,married,tertiary,no,9,no,no,cellular,4,-1,0,unknown,yes
45,housemaid,married,tertiary,no,460,no,no,cellular,3,157,1,failure,no
72,management,married,secondary,no,6199,no,no,cellular,1,-1,0,unknown,no
31,management,married,tertiary,no,2603,yes,no,cellular,4,-1,0,unknown,yes
35,management,married,secondary,no,2311,yes,no,cellular,1,167,1,failure,no
52,housemaid,married,unknown,no,2337,yes,no,cellular,3,91,11,failure,no
27,blue-collar,single,primary,no,1209,no,no,cellular,1,-1,0,unknown,no
56,retired,married,secondary,no,728,no,no,cellular,2,110,15,failure,no
49,blue-collar,married,secondary,no,1039,yes,no,cellular,2,178,1,failure,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,91,1,other,no
26,management,single,tertiary,no,1643,no,no,cellular,1,-1,0,unknown,no
56,retired,married,primary,no,9367,no,no,cellular,2,101,2,success,yes
33,management,married,tertiary,no,1388,yes,no,cellular,1,202,3,failure,no
70,retired,married,primary,no,8897,no,no,cellular,2,-1,0,unknown,no
33,technician,married,secondary,no,303,yes,no,cellular,1,301,5,success,yes
36,blue-collar,married,primary,no,378,yes,no,cellular,1,-1,0,unknown,yes
30,management,single,tertiary,no,2344,yes,no,cellular,2,92,3,failure,no
32,blue-collar,single,secondary,no,604,no,no,cellular,2,196,2,other,no
20,student,single,unknown,no,2785,no,no,cellular,2,-1,0,unknown,yes
77,retired,married,tertiary,no,7802,no,no,telephone,1,92,2,success,yes
41,blue-collar,married,secondary,no,5060,no,no,cellular,1,83,3,success,yes
37,management,married,tertiary,no,630,no,no,cellular,1,87,1,success,yes
44,technician,married,tertiary,no,4580,yes,no,unknown,2,-1,0,unknown,yes
35,management,single,tertiary,no,1618,yes,yes,cellular,1,-1,0,unknown,yes
49,unemployed,married,tertiary,no,-471,yes,no,cellular,3,185,7,failure,no
31,unemployed,married,tertiary,no,330,no,no,cellular,1,194,2,success,yes
36,services,married,primary,no,413,yes,no,telephone,1,176,1,failure,no
35,management,married,tertiary,no,5367,no,no,cellular,1,92,1,failure,no
35,management,married,tertiary,no,-468,yes,no,cellular,8,-1,0,unknown,yes
33,services,married,secondary,no,255,yes,yes,cellular,4,165,4,failure,no
26,admin.,single,unknown,no,677,no,no,cellular,1,-1,0,unknown,no
70,retired,married,primary,no,4982,no,no,cellular,2,-1,0,unknown,no
59,admin.,married,secondary,no,1575,yes,no,cellular,11,-1,0,unknown,yes
82,retired,married,unknown,no,211,no,no,telephone,3,-1,0,unknown,no
34,entrepreneur,married,secondary,no,2,yes,yes,cellular,1,167,6,failure,no
22,student,single,secondary,no,280,yes,no,unknown,4,-1,0,unknown,no
54,admin.,divorced,tertiary,no,122,no,no,cellular,1,547,1,failure,no
26,admin.,single,secondary,no,0,yes,no,cellular,3,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,cellular,2,169,3,failure,no
25,blue-collar,married,secondary,no,109,yes,no,unknown,1,-1,0,unknown,no
32,admin.,single,secondary,no,620,yes,no,unknown,3,-1,0,unknown,yes
29,services,single,secondary,no,32,yes,no,unknown,1,-1,0,unknown,yes
40,management,married,tertiary,no,2763,yes,no,cellular,1,395,2,success,yes
25,blue-collar,married,secondary,no,-102,no,no,cellular,1,-1,0,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,1,-1,0,unknown,yes
42,technician,single,unknown,no,11115,no,no,cellular,1,102,1,success,yes
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,1,182,2,success,yes
35,management,married,tertiary,no,1731,no,no,cellular,4,-1,0,unknown,yes
41,technician,married,secondary,no,3275,yes,no,cellular,1,168,1,other,no
44,blue-collar,married,secondary,no,1697,yes,no,unknown,2,-1,0,unknown,yes
34,technician,married,secondary,no,1137,no,no,cellular,2,206,1,other,no
22,student,single,primary,no,423,no,no,cellular,1,179,10,success,yes
34,technician,married,secondary,no,133,no,no,cellular,2,181,3,success,yes
47,technician,single,secondary,no,-239,yes,yes,cellular,3,-1,0,unknown,yes
20,student,single,secondary,no,215,no,no,cellular,1,92,6,success,yes
31,management,married,tertiary,no,1224,yes,yes,cellular,2,119,2,success,no
48,technician,married,secondary,no,1981,yes,no,cellular,3,92,5,failure,no
39,management,single,tertiary,no,763,no,no,cellular,1,189,1,failure,yes
30,self-employed,single,tertiary,no,655,no,no,cellular,4,184,1,success,yes
26,admin.,single,primary,no,528,yes,yes,cellular,2,-1,0,unknown,no
23,student,single,secondary,no,4126,no,no,cellular,2,-1,0,unknown,yes
24,blue-collar,single,primary,no,174,yes,no,cellular,3,-1,0,unknown,no
58,retired,married,tertiary,no,5087,no,no,cellular,2,154,1,failure,no
27,management,single,tertiary,no,338,no,yes,cellular,1,-1,0,unknown,no
34,management,married,tertiary,no,2374,yes,yes,cellular,2,314,2,failure,yes
83,retired,married,primary,no,425,no,no,telephone,1,140,1,failure,yes
37,management,single,tertiary,no,102,yes,no,cellular,1,258,2,failure,yes
43,unemployed,divorced,secondary,no,1854,no,no,cellular,1,-1,0,unknown,yes
35,admin.,single,secondary,no,10,no,yes,cellular,1,175,4,failure,no
32,technician,married,tertiary,no,2688,no,no,cellular,1,57,1,failure,yes
30,admin.,single,secondary,no,0,no,no,cellular,3,-1,0,unknown,yes
27,blue-collar,married,primary,no,416,yes,no,unknown,2,-1,0,unknown,yes
25,blue-collar,married,secondary,no,316,yes,yes,unknown,2,-1,0,unknown,no
32,technician,married,tertiary,no,432,yes,no,cellular,2,195,1,other,no
26,blue-collar,single,secondary,no,401,yes,no,unknown,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,317,yes,no,unknown,10,-1,0,unknown,no
52,services,married,secondary,no,659,no,no,cellular,1,-1,0,unknown,yes
27,services,single,secondary,no,777,yes,no,unknown,3,-1,0,unknown,no
38,technician,single,secondary,no,1255,yes,no,cellular,2,171,2,failure,no
27,blue-collar,single,secondary,no,1279,yes,yes,unknown,1,-1,0,unknown,no
33,housemaid,married,primary,no,2054,no,no,cellular,6,-1,0,unknown,yes
70,retired,divorced,secondary,no,3104,no,no,telephone,1,-1,0,unknown,no
30,management,married,tertiary,no,1185,yes,no,cellular,2,120,4,failure,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,1,127,4,other,no
24,student,single,secondary,no,2530,yes,no,unknown,5,-1,0,unknown,no
47,unemployed,married,secondary,no,312,no,no,cellular,1,-1,0,unknown,yes
34,services,single,secondary,no,-374,yes,no,cellular,1,-1,0,unknown,yes
45,blue-collar,single,secondary,no,0,yes,no,cellular,1,192,4,failure,yes
50,technician,married,secondary,no,3176,no,no,cellular,1,-1,0,unknown,yes
28,technician,single,secondary,no,1536,yes,no,unknown,2,-1,0,unknown,no
64,retired,married,primary,no,2140,no,no,cellular,3,155,2,failure,yes
22,blue-collar,single,secondary,no,-51,yes,no,cellular,1,-1,0,unknown,yes
29,management,single,tertiary,no,3041,yes,no,cellular,3,-1,0,unknown,yes
27,admin.,married,secondary,no,897,no,no,cellular,1,-1,0,unknown,yes
49,technician,single,secondary,no,1245,no,no,cellular,2,198,2,failure,no
56,unemployed,married,primary,no,3391,no,no,cellular,1,-1,0,unknown,yes
35,technician,single,tertiary,no,670,no,no,cellular,4,182,2,success,yes
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,4,-1,0,unknown,yes
29,technician,married,secondary,no,273,no,no,cellular,2,-1,0,unknown,yes
45,services,divorced,secondary,no,0,yes,yes,cellular,1,192,1,failure,no
53,self-employed,married,secondary,no,1066,yes,no,cellular,1,186,3,failure,no
65,management,married,tertiary,no,1097,no,no,cellular,1,196,1,other,no
35,technician,single,tertiary,no,670,no,no,cellular,2,-1,0,unknown,yes
41,technician,single,tertiary,no,431,no,no,cellular,1,88,5,failure,yes
71,retired,divorced,secondary,no,3104,no,no,telephone,1,187,1,failure,no
58,entrepreneur,married,secondary,no,670,yes,no,cellular,1,-1,0,unknown,yes
28,technician,single,tertiary,no,1080,yes,no,cellular,1,-1,0,unknown,no
75,admin.,married,unknown,no,1093,no,no,cellular,1,-1,0,unknown,no
28,technician,single,secondary,no,0,no,yes,cellular,2,-1,0,unknown,no
71,retired,divorced,secondary,no,0,no,no,cellular,1,171,1,success,yes
48,blue-collar,married,secondary,no,1230,yes,no,cellular,1,196,2,success,yes
22,student,single,tertiary,no,1258,no,no,cellular,1,156,1,failure,no
56,blue-collar,married,secondary,no,659,yes,no,cellular,1,188,3,failure,no
54,unemployed,single,secondary,no,380,no,no,cellular,2,-1,0,unknown,yes
38,management,married,tertiary,no,536,yes,no,cellular,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,-29,yes,no,unknown,1,-1,0,unknown,no
28,management,single,tertiary,no,492,no,no,cellular,1,-1,0,unknown,no
39,services,married,secondary,no,1179,no,no,cellular,1,-1,0,unknown,yes
31,technician,single,secondary,no,304,no,no,cellular,2,160,2,other,no
34,management,married,tertiary,no,557,yes,no,cellular,1,197,1,failure,no
59,entrepreneur,married,primary,no,0,no,no,telephone,2,153,1,failure,no
45,self-employed,married,tertiary,no,35589,no,no,telephone,2,-1,0,unknown,no
24,technician,single,secondary,no,-46,yes,no,unknown,1,-1,0,unknown,no
39,technician,married,secondary,no,1587,yes,no,cellular,2,98,3,success,yes
59,retired,married,primary,no,3648,no,no,telephone,3,-1,0,unknown,yes
52,technician,married,secondary,no,195,yes,no,cellular,2,205,3,failure,no
28,management,single,tertiary,no,4013,yes,no,unknown,1,-1,0,unknown,no
64,housemaid,married,primary,no,768,no,no,cellular,2,182,1,success,no
53,entrepreneur,married,primary,no,1034,yes,no,cellular,2,170,3,other,no
42,technician,married,tertiary,no,-215,no,no,unknown,5,-1,0,unknown,yes
39,blue-collar,single,secondary,no,519,yes,yes,cellular,1,155,14,failure,no
32,technician,divorced,secondary,no,202,yes,no,cellular,1,201,1,failure,no
26,management,single,tertiary,no,194,no,no,cellular,2,-1,0,unknown,yes
31,management,married,tertiary,no,140,no,no,cellular,8,212,4,other,no
45,blue-collar,married,primary,no,2348,yes,no,cellular,1,148,1,other,no
43,technician,married,secondary,no,-754,yes,yes,cellular,3,-1,0,unknown,yes
61,retired,married,secondary,no,2011,no,no,cellular,1,578,2,failure,no
25,technician,single,secondary,no,139,no,yes,cellular,1,91,1,success,yes
26,technician,single,secondary,no,-525,yes,yes,cellular,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,1020,yes,no,unknown,1,-1,0,unknown,no
27,admin.,single,secondary,no,454,no,yes,cellular,2,-1,0,unknown,no
63,management,married,tertiary,no,3115,no,no,cellular,5,-1,0,unknown,yes
24,student,single,secondary,no,1919,yes,no,unknown,4,-1,0,unknown,no
28,technician,single,secondary,no,36,no,no,cellular,3,-1,0,unknown,no
56,retired,married,unknown,no,230,no,no,cellular,1,92,2,failure,no
28,admin.,married,secondary,no,1,yes,no,cellular,4,-1,0,unknown,no
46,technician,single,secondary,no,4367,yes,no,cellular,1,96,1,failure,no
64,retired,married,secondary,no,1612,no,no,cellular,1,89,5,failure,yes
27,student,single,secondary,no,6036,no,no,cellular,1,181,1,failure,yes
45,services,single,primary,no,1893,yes,no,unknown,6,-1,0,unknown,yes
28,self-employed,single,tertiary,no,0,yes,no,unknown,2,-1,0,unknown,yes
48,admin.,divorced,secondary,no,362,no,no,cellular,1,-1,0,unknown,yes
47,unemployed,married,secondary,no,817,no,no,cellular,4,-1,0,unknown,yes
76,retired,married,secondary,no,4112,no,no,telephone,2,-1,0,unknown,yes
36,management,married,primary,no,22856,no,no,unknown,1,-1,0,unknown,no
66,retired,married,primary,no,3629,no,no,cellular,1,172,2,other,yes
28,admin.,divorced,secondary,no,451,yes,no,cellular,1,301,1,success,yes
64,retired,divorced,primary,no,109,no,no,cellular,1,225,2,success,yes
40,management,married,tertiary,no,1308,no,no,telephone,2,-1,0,unknown,yes
26,admin.,single,tertiary,no,313,no,yes,cellular,1,96,2,success,yes
28,self-employed,single,tertiary,no,805,no,no,cellular,5,170,2,failure,no
57,admin.,single,secondary,no,5768,yes,no,unknown,1,-1,0,unknown,yes
38,technician,married,secondary,no,0,yes,no,cellular,1,-1,0,unknown,yes
31,management,single,tertiary,no,3384,no,no,cellular,3,187,3,success,yes
43,technician,married,tertiary,no,1201,yes,yes,cellular,1,97,3,failure,no
55,admin.,married,secondary,no,865,yes,no,cellular,1,151,1,failure,no
37,services,single,secondary,no,1045,no,no,cellular,1,79,3,success,no
31,management,single,tertiary,no,2592,no,no,cellular,2,174,1,failure,no
54,retired,married,primary,no,235,no,yes,cellular,2,113,5,failure,no
32,blue-collar,married,primary,no,187,no,no,cellular,1,134,1,failure,no
46,housemaid,married,secondary,no,38,no,no,cellular,3,183,1,success,yes
56,technician,divorced,secondary,no,3450,no,no,cellular,1,181,2,success,yes
75,retired,divorced,primary,no,46,no,no,cellular,1,-1,0,unknown,no
27,technician,single,secondary,no,204,no,no,cellular,2,-1,0,unknown,yes
69,technician,married,secondary,no,9064,no,no,cellular,1,-1,0,unknown,yes
79,retired,married,secondary,no,2661,no,no,cellular,5,-1,0,unknown,yes
46,technician,married,unknown,no,557,yes,no,cellular,1,197,4,failure,no
53,admin.,divorced,unknown,no,257,no,no,cellular,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,2,273,1,failure,yes
28,services,single,secondary,no,68,yes,no,unknown,2,-1,0,unknown,no
52,unemployed,married,primary,no,959,no,no,telephone,2,-1,0,unknown,yes
26,services,single,tertiary,no,1140,yes,no,cellular,2,-1,0,unknown,yes
43,technician,single,unknown,no,11115,no,no,cellular,1,74,2,success,yes
46,management,married,tertiary,no,810,yes,yes,cellular,2,176,1,other,no
34,admin.,married,secondary,no,247,no,no,cellular,2,-1,0,unknown,yes
30,self-employed,married,tertiary,no,1785,no,no,unknown,1,-1,0,unknown,yes
21,student,single,secondary,no,357,no,no,cellular,3,-1,0,unknown,no
57,services,married,secondary,no,2658,yes,no,cellular,1,190,1,failure,no
35,management,single,tertiary,no,431,no,no,cellular,2,397,1,failure,yes
27,services,single,secondary,no,468,yes,no,cellular,1,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,telephone,2,92,1,success,yes
66,retired,married,secondary,no,3409,no,no,cellular,3,160,3,failure,no
33,management,single,tertiary,no,5437,no,no,cellular,1,58,3,failure,yes
28,admin.,married,unknown,no,-1,yes,no,cellular,1,-1,0,unknown,no
36,services,divorced,secondary,yes,0,no,yes,cellular,7,-1,0,unknown,yes
28,management,married,tertiary,no,3,yes,no,unknown,5,-1,0,unknown,no
41,blue-collar,married,primary,no,7735,yes,no,cellular,1,190,1,failure,no
64,retired,married,tertiary,no,846,no,no,cellular,1,181,3,failure,yes
32,services,married,secondary,no,914,no,no,cellular,1,-1,0,unknown,yes
22,student,single,secondary,no,4132,no,no,telephone,2,-1,0,unknown,no
50,management,married,tertiary,no,346,no,no,cellular,2,87,1,success,no
63,retired,single,tertiary,no,791,no,no,cellular,2,-1,0,unknown,yes
34,management,married,tertiary,no,1047,no,no,cellular,1,90,7,other,no
45,admin.,married,unknown,no,2033,no,no,cellular,1,186,4,failure,no
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,2,154,1,failure,no
25,admin.,single,secondary,no,184,no,yes,telephone,7,-1,0,unknown,no
28,management,single,tertiary,no,390,no,no,cellular,1,232,4,success,yes
40,services,single,secondary,no,19343,yes,no,unknown,4,-1,0,unknown,no
33,technician,single,tertiary,no,1636,yes,no,cellular,1,66,1,success,yes
32,management,married,tertiary,no,794,yes,yes,cellular,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,1579,no,no,cellular,1,91,3,failure,yes
48,management,married,tertiary,no,1147,no,no,cellular,1,120,3,success,yes
35,technician,single,secondary,no,183,no,no,cellular,1,52,4,failure,yes
44,technician,divorced,secondary,no,275,no,no,cellular,1,-1,0,unknown,yes
30,management,married,tertiary,no,102,yes,no,cellular,7,426,3,other,yes
