年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
37,technician,single,tertiary,False,1661,False,False,cellular,19,aug,199,5,-1,0,,False
30,management,married,tertiary,False,102,True,False,cellular,5,apr,470,7,426,3,other,True
36,services,married,secondary,False,338,False,False,,14,may,90,1,-1,0,,False
33,management,married,secondary,False,3132,True,False,,23,may,350,5,-1,0,,False
33,admin.,single,tertiary,False,490,True,False,cellular,7,may,31,1,363,2,failure,False
35,management,married,tertiary,False,2682,True,False,cellular,9,jul,156,1,-1,0,,False
24,services,married,tertiary,False,0,True,False,,27,may,299,1,-1,0,,False
29,unemployed,married,secondary,False,596,False,False,cellular,30,jan,510,2,-1,0,,False
54,blue-collar,married,secondary,False,2059,True,False,cellular,25,aug,177,4,-1,0,,False
27,admin.,married,secondary,False,132,False,False,cellular,13,oct,123,2,-1,0,,False
34,management,married,secondary,False,0,False,False,cellular,2,feb,270,1,-1,0,,False
39,blue-collar,married,primary,False,385,True,False,,16,may,225,4,-1,0,,False
38,management,married,tertiary,False,223,False,False,cellular,28,jan,63,1,-1,0,,False
37,management,married,tertiary,False,0,True,False,,3,jun,247,13,-1,0,,False
26,services,single,secondary,False,512,True,True,cellular,30,jan,206,5,239,3,failure,False
36,entrepreneur,married,tertiary,False,1169,True,False,,6,may,168,2,-1,0,,False
35,management,single,tertiary,False,71,True,False,,21,may,836,12,-1,0,,False
30,management,single,tertiary,False,940,False,False,cellular,8,aug,131,2,-1,0,,False
25,technician,single,secondary,False,-80,True,True,,3,jun,89,1,-1,0,,False
34,technician,married,secondary,False,0,True,False,cellular,29,aug,116,4,-1,0,,False
52,,married,,False,1317,False,False,,12,jun,58,1,-1,0,,False
39,admin.,married,secondary,False,179,False,False,,6,sep,36,1,-1,0,,False
34,management,married,secondary,False,1007,True,False,cellular,21,jul,240,2,-1,0,,False
34,management,single,secondary,False,0,False,False,cellular,22,aug,132,4,-1,0,,False
30,services,married,secondary,False,1286,True,True,cellular,17,jul,544,1,-1,0,,False
33,services,married,secondary,False,804,True,True,,8,may,266,1,-1,0,,False
30,student,single,secondary,False,4,False,False,cellular,4,feb,443,2,-1,0,,False
51,blue-collar,married,primary,False,0,True,False,cellular,10,jul,324,1,-1,0,,False
36,services,single,secondary,False,417,True,False,cellular,6,feb,15,10,207,3,failure,False
48,blue-collar,married,primary,False,1678,False,False,cellular,28,jan,263,2,-1,0,,False
37,services,divorced,secondary,False,532,True,False,,11,jun,199,1,-1,0,,False
58,management,married,secondary,False,407,True,False,cellular,29,jul,145,2,-1,0,,False
56,management,divorced,tertiary,False,659,False,True,cellular,2,jun,56,1,-1,0,,False
34,blue-collar,married,secondary,False,393,True,False,cellular,5,may,11,9,-1,0,,False
33,admin.,divorced,secondary,False,661,True,False,cellular,18,nov,411,1,173,2,other,False
26,services,single,secondary,False,0,False,False,cellular,29,jul,165,23,-1,0,,False
40,management,single,,False,838,True,False,,12,may,619,3,-1,0,,False
35,services,married,secondary,False,195,True,False,cellular,17,apr,203,1,-1,0,,False
45,entrepreneur,married,secondary,False,68,True,False,,7,may,254,1,-1,0,,False
37,technician,single,secondary,False,-242,True,False,cellular,13,aug,1149,6,-1,0,,True
35,management,divorced,tertiary,False,321,True,False,,9,may,189,1,-1,0,,False
43,services,single,secondary,False,3403,True,False,cellular,12,nov,707,2,97,2,success,True
28,blue-collar,married,secondary,False,8,True,False,cellular,15,may,196,1,-1,0,,False
32,blue-collar,divorced,secondary,False,739,True,False,,9,may,171,1,-1,0,,False
26,unemployed,single,secondary,False,622,False,False,cellular,28,jan,1451,2,-1,0,,True
35,services,married,secondary,False,152,True,False,,2,jun,563,1,-1,0,,True
35,technician,single,secondary,False,2,False,False,cellular,11,aug,239,4,-1,0,,False
39,blue-collar,married,secondary,False,1439,True,False,telephone,28,jul,73,6,-1,0,,False
42,blue-collar,divorced,secondary,False,1491,True,False,cellular,6,may,203,2,334,2,failure,False
32,technician,single,secondary,False,6402,True,False,cellular,6,may,158,1,167,1,success,False
30,unemployed,married,secondary,False,1210,False,False,cellular,9,jul,100,4,-1,0,,False
26,management,single,tertiary,False,122,False,True,cellular,8,jul,160,1,-1,0,,False
30,student,single,secondary,False,0,True,False,cellular,19,nov,661,1,-1,0,,False
32,management,married,tertiary,False,62,True,False,cellular,14,may,166,1,-1,0,,False
47,services,married,secondary,False,3333,True,True,cellular,29,jul,114,2,-1,0,,False
33,technician,married,tertiary,False,16992,True,False,,29,may,58,1,-1,0,,False
57,blue-collar,married,primary,False,23,True,False,telephone,31,jul,25,8,-1,0,,False
35,admin.,married,secondary,False,0,True,False,cellular,7,may,121,2,-1,0,,False
53,technician,married,tertiary,False,6072,False,True,,16,jun,226,4,-1,0,,False
24,retired,single,secondary,False,366,False,True,,16,may,234,2,-1,0,,False
54,management,divorced,tertiary,False,0,False,True,cellular,10,jul,88,1,-1,0,,False
31,management,married,tertiary,False,1343,True,True,,21,may,85,1,-1,0,,False
41,entrepreneur,married,secondary,False,2105,True,False,cellular,18,nov,134,1,-1,0,,False
44,,married,secondary,False,2319,False,False,cellular,4,aug,251,3,-1,0,,False
35,services,single,secondary,False,35,True,False,cellular,14,may,152,1,-1,0,,False
30,management,married,tertiary,False,877,False,False,cellular,13,aug,202,1,83,5,failure,False
43,blue-collar,single,primary,False,30,True,False,,30,may,379,17,-1,0,,False
51,entrepreneur,married,secondary,True,-2082,False,True,cellular,28,jul,123,6,-1,0,,False
60,retired,married,secondary,False,89,False,False,cellular,30,apr,156,2,-1,0,,False
43,self-employed,married,secondary,False,104,False,False,,17,jun,332,1,-1,0,,False
31,management,married,tertiary,False,1750,True,False,telephone,14,may,90,3,-1,0,,False
56,management,married,primary,False,772,True,False,telephone,20,nov,291,1,-1,0,,False
42,technician,married,secondary,False,1048,True,False,telephone,6,feb,23,2,-1,0,,False
52,entrepreneur,married,primary,False,592,False,False,cellular,21,jul,122,2,-1,0,,False
40,technician,married,secondary,False,0,True,True,cellular,26,jul,105,2,172,1,failure,False
36,services,married,secondary,False,3064,True,False,telephone,11,may,1143,4,-1,0,,False
40,services,married,primary,False,33,False,False,,26,may,70,3,-1,0,,False
46,blue-collar,married,secondary,False,0,True,False,cellular,8,may,264,2,-1,0,,False
32,admin.,single,secondary,False,1649,False,False,cellular,27,may,204,2,-1,0,,False
31,housemaid,single,tertiary,False,287,True,False,cellular,19,nov,182,1,-1,0,,False
41,technician,divorced,secondary,False,0,True,False,cellular,17,nov,386,2,-1,0,,False
58,housemaid,married,primary,False,419,False,True,,5,jun,295,3,-1,0,,False
36,services,married,secondary,False,257,True,False,cellular,12,may,86,2,-1,0,,False
52,technician,married,secondary,False,118,False,False,cellular,28,aug,16,20,-1,0,,False
42,management,married,tertiary,False,251,False,False,cellular,20,aug,413,2,-1,0,,False
32,management,single,tertiary,False,1731,True,True,,29,may,323,3,-1,0,,False
62,management,married,tertiary,False,0,False,False,cellular,13,oct,78,3,-1,0,,False
31,technician,single,tertiary,False,23,False,False,cellular,25,aug,121,3,-1,0,,False
41,blue-collar,single,secondary,True,-386,False,True,cellular,20,nov,477,1,-1,0,,True
34,self-employed,married,tertiary,False,5498,False,False,cellular,19,nov,265,1,-1,0,,False
44,management,single,tertiary,False,5063,False,False,cellular,27,oct,418,2,-1,0,,True
42,blue-collar,married,primary,False,7041,True,False,cellular,28,jul,386,4,-1,0,,False
37,entrepreneur,single,secondary,False,654,False,False,,19,may,594,2,-1,0,,False
47,management,married,tertiary,False,1890,False,False,cellular,8,jul,161,1,-1,0,,False
32,unemployed,married,secondary,False,2400,True,True,cellular,5,feb,450,3,-1,0,,False
46,blue-collar,married,secondary,False,519,True,False,cellular,25,aug,217,6,-1,0,,False
39,technician,single,tertiary,False,1190,False,False,cellular,8,aug,136,1,-1,0,,False
28,services,single,secondary,False,229,True,False,,9,may,322,1,-1,0,,False
26,student,single,secondary,False,203,False,False,cellular,16,nov,104,1,196,1,failure,False
52,technician,married,secondary,False,1818,False,True,cellular,17,nov,189,2,111,4,failure,False
42,unemployed,married,secondary,False,1289,False,False,cellular,15,jul,250,4,415,2,failure,True
33,technician,divorced,tertiary,False,39,False,False,cellular,19,aug,123,5,-1,0,,False
73,retired,married,primary,False,796,False,False,cellular,23,oct,427,1,182,2,failure,True
35,admin.,single,secondary,False,57,False,True,cellular,8,jul,632,2,-1,0,,False
40,management,married,tertiary,False,1548,True,False,cellular,13,apr,101,3,-1,0,,False
51,technician,married,secondary,False,117,False,False,cellular,24,aug,467,2,88,4,other,True
37,admin.,single,secondary,False,0,True,False,cellular,16,apr,640,2,-1,0,,False
39,management,married,tertiary,False,691,True,True,cellular,16,apr,517,1,255,1,failure,False
28,blue-collar,married,secondary,False,64,True,False,,13,may,160,3,-1,0,,False
49,technician,divorced,tertiary,False,0,True,False,cellular,12,jun,177,3,-1,0,,False
36,admin.,married,secondary,False,957,True,False,,21,may,206,1,-1,0,,False
45,technician,married,secondary,False,118,True,False,,7,may,208,2,-1,0,,False
29,technician,single,tertiary,False,218,True,False,cellular,12,apr,169,1,-1,0,,False
35,management,married,secondary,False,724,True,False,cellular,14,jul,287,2,415,1,failure,True
35,housemaid,married,tertiary,False,20,True,True,cellular,17,jul,505,3,-1,0,,False
30,blue-collar,married,secondary,False,-28,True,False,cellular,18,may,284,2,371,1,failure,False
46,blue-collar,married,primary,False,665,False,False,cellular,30,jan,89,4,235,2,failure,False
25,student,single,tertiary,False,5,False,False,cellular,29,sep,138,1,-1,0,,False
36,management,married,tertiary,False,925,False,False,cellular,14,dec,321,3,189,4,success,True
42,blue-collar,married,primary,False,2519,True,False,,15,may,262,4,-1,0,,False
57,admin.,married,secondary,False,3927,False,False,cellular,13,oct,61,1,-1,0,,False
42,management,divorced,tertiary,False,401,True,False,cellular,24,jul,217,9,-1,0,,False
29,management,married,tertiary,False,581,True,True,cellular,14,jul,192,2,-1,0,,False
36,technician,married,tertiary,False,1327,False,False,cellular,29,oct,174,2,-1,0,,False
31,unemployed,married,secondary,False,3242,False,False,,25,jun,292,2,-1,0,,False
59,technician,married,primary,False,3163,True,False,,29,may,240,2,-1,0,,False
50,unemployed,divorced,secondary,False,32,False,False,cellular,4,aug,282,2,-1,0,,False
47,admin.,married,secondary,False,310,True,True,telephone,14,aug,128,6,-1,0,,False
46,housemaid,married,primary,False,0,False,False,telephone,2,feb,161,1,-1,0,,False
26,blue-collar,single,primary,False,155,True,False,cellular,29,jan,291,1,244,4,failure,False
31,services,single,secondary,False,11386,True,False,cellular,20,nov,356,1,-1,0,,False
30,services,married,tertiary,False,1380,True,False,,21,may,294,2,-1,0,,False
47,blue-collar,single,,False,2443,False,False,,18,jun,422,1,-1,0,,False
23,technician,single,tertiary,False,1129,True,False,,28,may,806,1,-1,0,,True
44,unemployed,single,primary,False,4232,False,False,,16,jun,227,1,-1,0,,False
42,self-employed,married,secondary,False,5564,False,False,cellular,17,nov,560,2,-1,0,,False
32,services,single,secondary,False,-402,True,False,cellular,17,apr,135,1,-1,0,,False
28,admin.,single,secondary,False,1323,True,False,,3,jun,361,1,-1,0,,False
57,retired,married,primary,False,1623,True,True,cellular,18,jul,246,1,-1,0,,False
38,technician,married,tertiary,False,1042,True,False,cellular,4,feb,419,2,-1,0,,False
22,student,single,secondary,False,2488,False,False,cellular,8,nov,449,2,38,10,other,True
54,admin.,married,secondary,False,865,True,False,cellular,17,nov,71,1,-1,0,,False
32,technician,married,tertiary,False,-1053,True,False,cellular,21,jul,357,3,-1,0,,False
32,management,married,tertiary,False,1667,True,False,cellular,18,nov,164,2,179,3,failure,False
59,admin.,divorced,secondary,False,975,True,False,,15,may,263,4,-1,0,,False
45,technician,married,secondary,False,2571,False,False,,18,jun,146,2,-1,0,,False
53,,married,primary,False,732,False,False,cellular,27,oct,759,2,-1,0,,True
50,admin.,divorced,secondary,False,769,False,False,cellular,28,jul,72,2,363,4,failure,False
34,technician,married,secondary,False,-136,True,True,cellular,12,aug,131,2,-1,0,,False
35,admin.,divorced,secondary,False,3636,False,True,cellular,21,nov,808,2,-1,0,,True
30,management,married,tertiary,False,931,False,False,cellular,17,jul,1183,1,-1,0,,False
62,housemaid,married,secondary,False,565,False,False,cellular,4,sep,123,3,-1,0,,False
40,blue-collar,married,secondary,False,271,True,False,,29,may,483,2,-1,0,,False
26,self-employed,single,tertiary,False,1153,False,False,cellular,4,may,238,3,-1,0,,False
34,management,married,tertiary,False,-73,True,False,cellular,11,jul,90,1,-1,0,,False
50,,married,,False,558,False,False,cellular,9,jul,464,1,683,6,failure,True
31,,divorced,tertiary,False,137,False,False,cellular,22,aug,385,9,-1,0,,False
35,technician,married,secondary,False,700,True,False,,23,may,240,2,-1,0,,False
55,retired,married,primary,False,-966,False,True,cellular,14,may,104,1,-1,0,,False
34,admin.,married,secondary,False,96,False,False,cellular,29,aug,109,2,-1,0,,False
58,retired,married,primary,False,4007,False,False,cellular,30,nov,598,4,-1,0,,False
50,management,single,tertiary,False,567,True,False,,16,may,274,8,-1,0,,False
31,technician,single,secondary,False,40,False,False,cellular,7,aug,123,2,-1,0,,False
47,admin.,divorced,secondary,False,136,False,True,cellular,23,jul,70,1,-1,0,,False
38,self-employed,single,tertiary,False,917,True,False,,23,may,260,1,-1,0,,False
46,management,single,tertiary,False,593,True,False,cellular,29,jan,190,3,-1,0,,False
42,blue-collar,married,primary,False,505,True,False,,14,may,521,2,-1,0,,False
34,blue-collar,married,secondary,False,2542,True,False,cellular,14,may,228,1,-1,0,,False
37,management,married,tertiary,False,5355,False,False,telephone,17,feb,466,4,-1,0,,True
38,student,single,tertiary,False,807,False,False,cellular,27,feb,74,2,-1,0,,False
59,retired,married,secondary,False,9976,True,False,,29,may,57,2,-1,0,,False
32,admin.,married,secondary,False,0,False,False,cellular,30,jan,119,3,-1,0,,False
55,management,married,tertiary,False,540,False,False,cellular,19,nov,124,2,-1,0,,False
35,blue-collar,married,secondary,False,280,True,True,cellular,31,jul,65,50,-1,0,,False
56,management,divorced,tertiary,False,-59,False,True,cellular,28,jul,127,6,-1,0,,False
27,admin.,married,secondary,True,-517,True,False,cellular,14,jul,172,3,-1,0,,False
42,unemployed,single,secondary,False,2613,True,False,cellular,30,jul,174,6,-1,0,,False
42,student,married,,False,-7,False,False,telephone,31,jul,41,6,-1,0,,False
41,blue-collar,married,primary,False,0,True,False,,30,may,232,3,-1,0,,False
53,retired,divorced,secondary,True,-200,False,True,,6,jun,161,1,-1,0,,False
67,retired,married,primary,False,2301,False,False,cellular,16,apr,124,1,-1,0,,False
53,housemaid,married,primary,False,104,False,True,,5,jun,701,1,-1,0,,True
33,blue-collar,married,primary,False,191,True,False,,9,may,162,2,-1,0,,False
31,technician,single,,False,694,True,False,,6,jun,431,2,-1,0,,False
31,admin.,married,secondary,False,212,True,False,cellular,18,jul,191,3,-1,0,,False
30,management,married,tertiary,False,1882,True,False,cellular,11,aug,249,5,-1,0,,False
48,blue-collar,married,,False,131,True,False,,6,may,189,1,-1,0,,False
30,technician,single,secondary,False,175,False,False,cellular,25,aug,167,4,-1,0,,False
43,technician,single,tertiary,True,0,False,False,cellular,29,aug,73,4,-1,0,,False
38,management,divorced,tertiary,False,4425,True,False,,30,may,162,1,-1,0,,False
46,unemployed,married,secondary,False,3533,True,False,cellular,12,aug,235,2,-1,0,,False
59,blue-collar,divorced,secondary,False,3573,False,False,cellular,15,may,44,1,-1,0,,False
44,management,divorced,tertiary,False,476,True,True,,26,may,127,2,-1,0,,False
